Year,Drug Name,Generic v Brand,Therapeutic Class,Therapeutic Class - Intermediate,Prescriptions,Days Supply,Allowed Amount,Payer Paid,Patient Out of Pocket,average_cost_per_day_total,average_cost_per_day_payer,average_cost_per_day_oop
2021.0,CARBIDOPA/LEVODOPA/ENTACAPONE,Generic,Central Nervous System,"CNS Agents, Misc.",27.0,2130.0,14346.44,12541.44,1805.0,6.735417840375587,5.888,0.8474178403755869
2021.0,CARBINOXAMINE MALEATE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",23.0,648.0,951.95,409.29,542.66,1.4690586419753087,0.6316203703703704,0.8374382716049382
2021.0,CARDIZEM LA,Brand,Cardiovascular Agents,"Cardiac, Calcium Channel",56.0,3883.0,12961.36,9197.13,3764.23,3.337975791913469,2.368562966778264,0.9694128251352048
2021.0,CAREPOINT POLY HUB HYPODERMIC NEEDLE,NaN,Devices & Non-Drug Items,"Devices & Non-Drug Items, NEC",12.0,336.0,19.92,0.0,19.92,0.05928571428571429,0.0,0.05928571428571429
2021.0,CARISOPRODOL,Generic,Autonomic Drugs,"Muscle Relax, Skeletal Central",3394.0,89541.0,32672.8,14708.46,17964.34,0.3648920606202745,0.16426508526820116,0.20062697535207336
2021.0,CARNITOR,Brand,"Electrolytic, Caloric, Water","Caloric Agent, Amino Acid Prep",28.0,830.0,2191.3,699.01,1492.29,2.640120481927711,0.8421807228915662,1.7979397590361446
2021.0,CARNITOR SF,Brand,"Electrolytic, Caloric, Water","Caloric Agent, Amino Acid Prep",19.0,570.0,723.48,325.75,397.73,1.2692631578947369,0.5714912280701754,0.6977719298245615
2021.0,CAROSPIR,Brand,"Electrolytic, Caloric, Water","Diuretics, Potassium-Sparing",31.0,935.0,5719.15,4516.47,1202.68,6.116737967914438,4.830449197860963,1.286288770053476
2021.0,CARTEOLOL HCL,Brand,"Eye, Ear, Nose Throat","Eye/Ear/Nose/Throat Misc, NEC",14.0,885.0,199.77,64.17,135.6,0.22572881355932203,0.07250847457627119,0.15322033898305085
2021.0,CARTEOLOL HCL,Generic,"Eye, Ear, Nose Throat","Eye/Ear/Nose/Throat Misc, NEC",20.0,958.0,431.87,90.81,341.06,0.45080375782881005,0.09479123173277662,0.3560125260960334
2021.0,CARTIA XT,Generic,Cardiovascular Agents,"Cardiac, Calcium Channel",937.0,62277.0,33721.28,11693.62,22027.66,0.5414724537148545,0.18776787578078585,0.35370457793406873
2021.0,CARVEDILOL,Generic,Cardiovascular Agents,"Cardiac, Beta Blockers",21520.0,1236403.0,366517.26,215591.37,150925.89,0.2964383457497272,0.17436982116672314,0.1220685245830041
2021.0,CARVEDILOL PHOSPHATE,Generic,Cardiovascular Agents,"Cardiac, Beta Blockers",38.0,1860.0,13344.96,11280.27,2064.69,7.174709677419354,6.064661290322581,1.1100483870967741
2021.0,CATAPRES-TTS-1,Brand,Cardiovascular Agents,"Hypotensive Agents, NEC",16.0,466.0,4099.73,3273.01,826.72,8.797703862660944,7.0236266094420605,1.7740772532188842
2021.0,CATAPRES-TTS-3,Brand,Cardiovascular Agents,"Hypotensive Agents, NEC",18.0,552.0,5830.12,3535.12,2295.0,10.561811594202899,6.404202898550724,4.157608695652174
2021.0,CAVERJECT IMPULSE,Brand,Cardiovascular Agents,"Vasodilating Agents, NEC",26.0,619.0,16698.75,15037.97,1660.78,26.976978998384492,24.293974151857835,2.683004846526656
2021.0,CAYA CONTOURED DIAPHRAGM,Brand,Contraceptive Cream/Foam/Devic,Contraceptive Cream/Foam/Devic,44.0,896.0,2373.27,1836.21,537.06,2.648738839285714,2.049341517857143,0.5993973214285714
2021.0,CAYSTON,Brand,Anti-Infective Agents,"Antibiot, B-Lactam Antibiotics",50.0,1886.0,493043.05,482568.98,10474.07,261.4226139978791,255.86902439024388,5.553589607635207
2021.0,CEFACLOR,Brand,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",42.0,629.0,3583.28,1840.29,1742.99,5.696788553259142,2.925739268680445,2.7710492845786963
2021.0,CEFACLOR,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",49.0,748.0,3605.24,2713.92,891.32,4.819839572192513,3.6282352941176472,1.1916042780748664
2021.0,CEFADROXIL,Brand,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",98.0,2490.0,17036.44,14742.26,2294.18,6.841943775100401,5.920586345381526,0.9213574297188755
2021.0,CEFADROXIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",5811.0,118354.0,74085.07,21884.06,52201.01,0.6259616911975937,0.18490342531726855,0.44105826588032515
2021.0,CEFDINIR,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",7244.0,77200.0,127820.67,28848.2,98972.47,1.6557081606217616,0.3736813471502591,1.2820268134715027
2021.0,CEFIXIME,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",452.0,5391.0,75142.32,60533.08,14609.24,13.938475236505289,11.228543869411983,2.7099313670933034
2021.0,CEFPODOXIME PROXETIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",5562.0,47381.0,371456.79,225458.24,145998.55,7.839783668559127,4.758410333255946,3.0813733353031805
2021.0,CEFPROZIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",428.0,4506.0,16072.38,6652.29,9420.09,3.566884154460719,1.476318242343542,2.090565912117177
2021.0,CEFTRIAXONE,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",70.0,251.0,1509.59,1063.35,446.24,6.014302788844621,4.236454183266932,1.7778486055776892
2021.0,CEFUROXIME AXETIL,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",3576.0,41113.0,58954.59,14148.46,44806.13,1.4339646827037675,0.34413591807943955,1.089828764624328
2021.0,CELEBREX,Brand,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",91.0,3720.0,40634.69,29697.92,10936.77,10.923303763440861,7.983311827956989,2.9399919354838713
2021.0,CELECOXIB,Generic,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",15208.0,586635.0,385272.7,131614.87,253657.83,0.6567502791343851,0.2243556385145789,0.43239464061980615
2021.0,CELEXA,Brand,Central Nervous System,"Psychother, Antidepressants",143.0,7725.0,57257.52,37507.04,19750.48,7.411976699029125,4.855280258899676,2.55669644012945
2021.0,CELLCEPT,Brand,Immunosuppressants,"Immunosuppressants, NEC",71.0,3236.0,70490.31,62234.82,8255.49,21.78316131025958,19.232021013597034,2.5511402966625463
2021.0,CELLULOSE MICROCRYSTALLINE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",53.0,2076.0,3193.07,1235.37,1957.7,1.538087668593449,0.59507225433526,0.9430154142581888
2021.0,CELONTIN KAPSEALS,Brand,Central Nervous System,"Anticonv, Succinimides",13.0,390.0,4876.29,4166.29,710.0,12.503307692307692,10.682794871794872,1.8205128205128205
2021.0,CEPHALEXIN,Brand,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",446.0,3545.0,32307.32,20726.93,11580.39,9.113489421720733,5.8468067700987305,3.2666826516220024
2021.0,CEPHALEXIN,Generic,Anti-Infective Agents,"Antibiot, Cephalosporin & Rel.",54404.0,568142.0,415674.05,112810.13,302863.92,0.7316376011630895,0.19855974386685019,0.5330778572962392
2021.0,CEQUA,Brand,"Eye, Ear, Nose Throat","Eyewash/Eyestrm/Lubr/Tear, NEC",400.0,18165.0,236304.23,167990.3,68313.93,13.008765758326453,9.248020919350399,3.7607448389760525
2021.0,CERDELGA,Brand,NaN,Enzyme Inhibitors,83.0,2604.0,2484943.68,2469675.68,15268.0,954.2794470046084,948.4161597542243,5.863287250384024
2021.0,CEREZYME,Brand,Enzymes,"Enzymes, NEC",22.0,616.0,914195.11,908620.11,5575.0,1484.0829707792207,1475.032646103896,9.050324675324676
2021.0,CETIRIZINE HCL,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",7954.0,355109.0,33195.89,5991.78,27204.11,0.09348084672593485,0.016873072774838148,0.0766077739510967
2021.0,CETROTIDE,Brand,Hormones & Synthetic Subst,"Gonadotropins, NEC",2507.0,15480.0,3737834.08,3526874.33,210959.75,241.46214987080103,227.83425904392766,13.627890826873385
2021.0,CEVIMELINE HCL,Generic,Autonomic Drugs,"Parasympathomimetic, NEC",815.0,42528.0,166217.04,127256.53,38960.51,3.908414221218962,2.992299896538751,0.9161143246802107
2021.0,CHANTIX,Brand,Autonomic Drugs,"Autonomic, Nicotine Preps",2554.0,84811.0,1095879.22,1094361.31,1517.91,12.921427880817346,12.903530320359389,0.017897560457959465
2021.0,CHANTIX CONTINUING MONTH BOX,Brand,Autonomic Drugs,"Autonomic, Nicotine Preps",1348.0,42943.0,558741.33,557781.33,960.0,13.011231865496121,12.98887665044361,0.02235521505251147
2021.0,CHANTIX STARTING MONTH BOX,Brand,Autonomic Drugs,"Autonomic, Nicotine Preps",2229.0,63717.0,823526.01,814208.74,9317.27,12.924745515325581,12.778516565437796,0.14622894988778506
2021.0,CHARLOTTE 24 FE,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",577.0,44113.0,96688.58,96540.12,148.46,2.191838687008365,2.1884732391811936,0.003365447827171129
2021.0,CHATEAL EQ,Generic,Hormones & Synthetic Subst,"Contraceptive, Oral Comb, NEC",51.0,2639.0,914.4,914.4,0.0,0.3464948844259189,0.3464948844259189,0.0
2021.0,CHILDREN'S ALLEGRA ALLERGY,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",15.0,486.0,339.98,0.0,339.98,0.6995473251028806,0.0,0.6995473251028806
2021.0,CHILDREN'S ALLERGY,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",11.0,136.0,57.33,32.82,24.51,0.4215441176470588,0.24132352941176471,0.18022058823529413
2021.0,CHILDREN'S ALLERGY RELIEF,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",24.0,797.0,489.61,123.85,365.76,0.6143161856963614,0.1553952321204517,0.4589209535759097
2021.0,CHILDREN'S CETIRIZINE HYDROCHLORIDE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",99.0,2671.0,681.02,72.41,608.61,0.2549681767128416,0.02710969674279296,0.22785847997004868
2021.0,CHILDREN'S IBUPROFEN,Generic,Central Nervous System,"Analg/Antipyr,Nonstr/Antiinflm",50.0,271.0,366.8,90.37,276.43,1.3535055350553507,0.33346863468634685,1.0200369003690037
2021.0,CHILDREN'S LORATADINE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",230.0,6393.0,1970.44,276.26,1694.18,0.30821836383544504,0.04321288909745034,0.2650054747379947
2021.0,CHILDREN'S LORATADINE ALLERGY,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",17.0,466.0,166.12,16.82,149.3,0.356480686695279,0.03609442060085837,0.3203862660944206
2021.0,CHLORDIAZEPOXIDE HCL,Generic,Central Nervous System,"ASH, Benzodiazepines",542.0,8767.0,2293.43,233.9,2059.53,0.2615980380974107,0.026679593931789668,0.2349184441656211
2021.0,CHLORDIAZEPOXIDE HCL-CLIDINIUM BROMIDE,Generic,Autonomic Drugs,Antichol/Antimuscarin/Antispas,179.0,6061.0,69771.59,64797.8,4973.79,11.511564098333608,10.690942088764231,0.820622009569378
2021.0,CHLORDIAZEPOXIDE HYDROCHLORIDE-CLIDINIUM BROMIDE,Generic,Autonomic Drugs,Antichol/Antimuscarin/Antispas,90.0,2938.0,31360.92,28005.43,3355.49,10.674240980258679,9.53214091218516,1.1421000680735194
2021.0,CHLORHEXIDINE GLUCONATE,Generic,Skin & Mucous Membrane,S/MM Soaps/Cleanser/Antiseptic,36215.0,661271.0,181554.4,7185.0,174369.4,0.27455370037397675,0.010865439434059562,0.2636882609399172
2021.0,CHLOROQUINE PHOSPHATE,Brand,Anti-Infective Agents,"Antimalarial Agents, NEC",12.0,743.0,3019.46,2236.57,782.89,4.063876177658143,3.0101884253028266,1.0536877523553163
2021.0,CHLOROQUINE PHOSPHATE,Generic,Anti-Infective Agents,"Antimalarial Agents, NEC",41.0,2211.0,7136.85,6065.65,1071.2,3.2278833107191316,2.7433966530981455,0.48448665762098597
2021.0,CHLORPROMAZINE HCL,Generic,Central Nervous System,"Psychother,Tranq/Antipsychotic",552.0,16409.0,147009.3,129768.36,17240.94,8.95906514717533,7.908364921689317,1.0507002254860136
2021.0,CHLORTHALIDONE,Generic,"Electrolytic, Caloric, Water","Diuretics, Thiazides & Related",30587.0,1750880.0,661513.73,154824.35,506689.38,0.3778178573060404,0.08842659119985379,0.2893912661061866
2021.0,CHLORZOXAZONE,Generic,Autonomic Drugs,"Muscle Relax, Skeletal Central",84.0,1956.0,2705.24,1608.45,1096.79,1.383047034764826,0.8223159509202455,0.5607310838445808
2021.0,CHOLESTYRAMINE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",13.0,390.0,32500.0,32099.03,400.97,83.33333333333333,82.30520512820513,1.0281282051282052
2021.0,CHOLESTYRAMINE,Generic,Cardiovascular Agents,"Antihyperlipidemic Drugs, NEC",2035.0,89784.0,225997.7,157659.02,68338.68,2.517126659538448,1.7559812438741869,0.7611454156642609
2021.0,CHOLESTYRAMINE LIGHT,Generic,Cardiovascular Agents,"Antihyperlipidemic Drugs, NEC",181.0,7043.0,19869.22,14643.98,5225.24,2.821130200198779,2.0792247621752096,0.7419054380235695
2021.0,CHORIONIC GONADOTROPIN,Brand,Hormones & Synthetic Subst,"Gonadotropins, NEC",728.0,6982.0,249534.83,200717.26,48817.57,35.73973503294185,28.747817244342595,6.991917788599255
2021.0,CHORIONIC GONADOTROPIN,Generic,Hormones & Synthetic Subst,"Gonadotropins, NEC",123.0,2751.0,24697.02,18445.28,6251.74,8.977470010905126,6.7049363867684475,2.2725336241366776
2021.0,CIALIS,Brand,Cardiovascular Agents,Phosphodiesterase Inhibitors,168.0,5752.0,44900.3,29251.67,15648.63,7.8060326842837275,5.0854780945758,2.7205545897079277
2021.0,CICLOPIROX,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",6220.0,184362.0,192106.22,76489.67,115616.55,1.0420055108970396,0.41488848027250735,0.6271170306245322
2021.0,CICLOPIROX OLAMINE,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",2471.0,64464.0,32515.48,5706.87,26808.61,0.504397493174485,0.0885280156366344,0.4158694775378506
2021.0,CICLOPIROX TREATMENT KIT,Brand,Skin & Mucous Membrane,"Antiinf S/MM,Antifungal & Comb",16.0,674.0,6844.62,6434.62,410.0,10.155222551928784,9.546913946587537,0.6083086053412463
2021.0,CIDOFOVIR,Generic,Anti-Infective Agents,"Antivirals, NEC",13.0,274.0,21958.83,21413.83,545.0,80.14171532846716,78.15266423357664,1.989051094890511
2021.0,CILOSTAZOL,Generic,Blood Form/Coagul Agents,"Antiplatelet Agents, NEC",950.0,53956.0,27388.88,10205.17,17183.71,0.5076150937801172,0.1891387426792201,0.318476351100897
2021.0,CILOXAN,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",54.0,665.0,8348.89,5690.12,2658.77,12.554721804511278,8.556571428571429,3.99815037593985
2021.0,CIMETIDINE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",25.0,414.0,3302.54,2368.54,934.0,7.9771497584541065,5.721111111111111,2.256038647342995
2021.0,CIMETIDINE,Generic,Gastrointestinal Drugs,"Histamine (H2) Antagonist, NEC",1082.0,50372.0,64712.96,36632.48,28080.48,1.284701024378623,0.7272389422695149,0.5574620821091082
2021.0,CIMETIDINE HCL,Brand,Gastrointestinal Drugs,"Histamine (H2) Antagonist, NEC",15.0,491.0,262.88,16.84,246.04,0.535397148676171,0.03429735234215886,0.5010997963340122
2021.0,CIMETIDINE HCL,Generic,Gastrointestinal Drugs,"Histamine (H2) Antagonist, NEC",81.0,2423.0,2911.07,1330.86,1580.21,1.20143210895584,0.5492612463887742,0.6521708625670657
2021.0,CIMZIA,Brand,Immunosuppressants,"Immunosuppressants, NEC",1437.0,41593.0,8265028.53,8105473.7,159554.83,198.71200754934725,194.87590940783306,3.8360981415141966
2021.0,CINACALCET HYDROCHLORIDE,Generic,NaN,"Misc Therapeutic Agents, NEC",544.0,20054.0,341214.86,319796.86,21418.0,17.0148030318141,15.946786675974867,1.0680163558392342
2021.0,CIPRO,Brand,Anti-Infective Agents,"Quinolones, NEC",68.0,569.0,5610.16,3153.41,2456.75,9.859683655536028,5.542021089630931,4.3176625659050965
2021.0,CIPRO HC,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",319.0,5010.0,81982.4,58553.5,23428.9,16.36375249500998,11.687325349301398,4.676427145708583
2021.0,CIPRODEX,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",85.0,1088.0,12367.33,8764.4,3602.93,11.36703125,8.055514705882352,3.311516544117647
2021.0,CIPROFLOXACIN,Brand,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",47.0,567.0,4692.83,3580.84,1111.99,8.276596119929453,6.315414462081129,1.9611816578483245
2021.0,CIPROFLOXACIN,Generic,Anti-Infective Agents,"Quinolones, NEC",21553.0,202050.0,60289.52,3656.16,56633.36,0.2983891116060381,0.01809532293986637,0.2802937886661717
2021.0,CIPROFLOXACIN,Generic,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",81.0,1555.0,6719.88,4659.94,2059.94,4.321466237942122,2.996745980707395,1.3247202572347268
2021.0,CIPROFLOXACIN HCL,Generic,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",1831.0,25302.0,21585.83,3350.89,18234.94,0.8531274207572525,0.1324357758279978,0.7206916449292545
2021.0,CIPROFLOXACIN HCL-DEXAMETHASONE,Generic,"Eye, Ear, Nose Throat","Antiinfect, Antibiotics EENT",6320.0,81003.0,1043928.99,812946.94,230982.05,12.887534906114588,10.036010271224521,2.851524634890066
2021.0,CITALOPRAM,Generic,Central Nervous System,"Psychother, Antidepressants",27765.0,1353624.0,145762.71,16356.58,129406.13,0.10768330792007233,0.012083547573033575,0.09559976034703876
2021.0,CITALOPRAM HYDROBROMIDE,Generic,Central Nervous System,"Psychother, Antidepressants",122688.0,6527925.0,678539.39,103118.73,575420.66,0.10394411547314039,0.015796555567044658,0.08814755990609574
2021.0,CITRANATAL 90 DHA,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",13.0,480.0,1003.45,853.45,150.0,2.0905208333333336,1.7780208333333334,0.3125
2021.0,CITRANATAL DHA,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",19.0,1110.0,1931.38,1891.38,40.0,1.7399819819819822,1.703945945945946,0.036036036036036036
2021.0,CITRIC ACID/POTASSIUM CITRATE,Generic,"Electrolytic, Caloric, Water","Alkalinizing Agents, NEC",45.0,1923.0,4352.59,3195.85,1156.74,2.2634373374935,1.6619084763390535,0.6015288611544461
2021.0,CITRIC ACID/SODIUM CITRATE,Generic,"Electrolytic, Caloric, Water","Alkalinizing Agents, NEC",61.0,2288.0,1834.8,660.81,1173.99,0.8019230769230768,0.2888155594405594,0.5131075174825175
2021.0,CITRULLINE,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",13.0,390.0,4266.99,3820.55,446.44,10.940999999999999,9.796282051282052,1.1447179487179486
2021.0,CITRUS CALCIUM WITH VITAMIN D,Generic,"Electrolytic, Caloric, Water","Repl Preps, Calcium Supp",14.0,774.0,54.16,19.56,34.6,0.06997416020671834,0.025271317829457362,0.044702842377260986
2021.0,CLARAVIS,Generic,Vitamins & Comb,"Vitamin A & Derivatives, NEC",7475.0,223315.0,1748440.04,1359569.17,388870.87,7.829478718402257,6.088122920538253,1.7413557978640037
2021.0,CLARITHROMYCIN,Brand,Anti-Infective Agents,"Antibiot, Erythromycn&Macrolid",19.0,225.0,4750.32,3656.53,1093.79,21.11253333333333,16.251244444444445,4.861288888888889
2021.0,CLARITHROMYCIN,Generic,Anti-Infective Agents,"Antibiot, Erythromycn&Macrolid",3359.0,50898.0,91695.69,41830.36,49865.33,1.8015578215254038,0.8218468309167355,0.9797109906086684
2021.0,CLARITIN REDITABS,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",16.0,480.0,308.61,128.61,180.0,0.6429375,0.26793750000000005,0.375
2021.0,CLARITIN-D,Generic,Autonomic Drugs,"Sympathomimetic Agents, NEC",26.0,1045.0,1201.97,241.64,960.33,1.1502105263157896,0.23123444976076554,0.918976076555024
2021.0,CLARITIN-D 12HR,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",23.0,360.0,461.86,128.63,333.23,1.2829444444444444,0.35730555555555554,0.9256388888888889
2021.0,CLASSIC PRENATAL,Brand,Vitamins & Comb,"Multivit Prep,Vitamin Prenatal",288.0,14894.0,855.46,803.06,52.4,0.05743655163152948,0.05391835638512152,0.0035181952464079496
2021.0,CLEMASTINE FUMARATE,Brand,Antihistamines & Comb.,"Antihistamines & Comb, NEC",19.0,332.0,53089.96,51809.96,1280.0,159.90951807228916,156.05409638554215,3.855421686746988
2021.0,CLEMASTINE FUMARATE,Generic,Antihistamines & Comb.,"Antihistamines & Comb, NEC",29.0,895.0,2208.82,1398.82,810.0,2.46795530726257,1.5629273743016758,0.9050279329608939
2021.0,CLENPIQ,Brand,"Electrolytic, Caloric, Water","Repl Preps, Magn Preps & Comb",879.0,2436.0,128534.29,104231.71,24302.58,52.764486863711,42.788058292282436,9.976428571428572
2021.0,CLEOCIN VAGINAL OVULES,Brand,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",71.0,955.0,16185.68,12445.56,3740.12,16.94835602094241,13.032,3.916356020942408
2021.0,CLEVER CHOICE COMFORT EZ INSULIN PEN NEEDLES,Brand,Diagnostic Agents,Diabetes Mell/Diab Supply NEC,88.0,3406.0,4107.46,2592.55,1514.91,1.2059483264826776,0.7611714621256607,0.4447768643570171
2021.0,CLIMARA (ONCE-WEEKLY),Brand,Hormones & Synthetic Subst,"Estrogens & Comb, NEC",467.0,36826.0,91654.44,54348.79,37305.65,2.488851355020909,1.4758265899093033,1.013024765111606
2021.0,CLIMARA (ONCE-WEEKLY),Generic,Hormones & Synthetic Subst,"Estrogens & Comb, NEC",28.0,1926.0,3609.84,2319.84,1290.0,1.8742679127725856,1.2044859813084112,0.6697819314641744
2021.0,CLIMARA PRO,Brand,Hormones & Synthetic Subst,"Estrogens & Comb, NEC",1131.0,50473.0,283886.08,181685.2,102200.88,5.624513700394271,3.5996512987141642,2.0248624016801062
2021.0,CLINDAMYCIN,Generic,Anti-Infective Agents,"Antibiotics, Misc",13.0,83.0,68.18,13.69,54.49,0.8214457831325302,0.16493975903614458,0.6565060240963856
2021.0,CLINDAMYCIN HCL,Generic,Anti-Infective Agents,"Antibiotics, Misc",21084.0,217490.0,148900.32,11860.61,137039.71,0.6846306496850431,0.054534047542415746,0.6300966021426272
2021.0,CLINDAMYCIN PALMITATE HCL,Generic,Anti-Infective Agents,"Antibiotics, Misc",472.0,4727.0,37128.59,23765.95,13362.64,7.854577956420562,5.027702559763063,2.8268753966574995
2021.0,CLINDAMYCIN PHOSPHATE,Brand,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",54.0,1709.0,34419.77,31045.22,3374.55,20.14029842012873,18.165722644821535,1.9745757753071973
2021.0,CLINDAMYCIN PHOSPHATE,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",40852.0,1189172.0,2411578.1,1329194.23,1082383.87,2.027947260783133,1.1177476681253846,0.9101995926577485
2021.0,CLINDAMYCIN PHOSPHATE-BENZOYL PEROXIDE,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",6718.0,199421.0,622962.99,411040.73,211922.26,3.123858520416606,2.061170739290245,1.0626877811263609
2021.0,CLINDAMYCIN PHOSPHATE-TRETINOIN,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",67.0,1788.0,24363.25,22633.25,1730.0,13.625978747203579,12.658417225950783,0.9675615212527964
2021.0,CLINDAMYCIN-BENZOYL PEROXIDE,Generic,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",1858.0,52666.0,210601.19,145294.79,65306.4,3.9988073899669616,2.7587967569209737,1.240010633045988
2021.0,CLINDESSE,Brand,Skin & Mucous Membrane,"Antiinf S/MM,Antibiotic & Comb",21.0,230.0,2200.11,1055.02,1145.09,9.565695652173913,4.5870434782608696,4.978652173913043
2021.0,CLINPRO 5000,Brand,Dental Agents,"Fluoride Preparations, NEC",33.0,1137.0,315.88,0.0,315.88,0.2778188214599824,0.0,0.2778188214599824
2021.0,CLINPRO 5000,Generic,Dental Agents,"Fluoride Preparations, NEC",529.0,18570.0,3154.22,97.15,3057.07,0.1698556812062466,0.005231556273559505,0.16462412493268713
2021.0,CLOBAZAM,Generic,Central Nervous System,"Anticonvulsant, Benzodiazepine",2172.0,76969.0,305300.77,240211.13,65089.64,3.9665419844352923,3.120881523730333,0.8456604607049591
2021.0,CLOBETASOL PROPIONATE,Generic,Skin & Mucous Membrane,Antiinflam S/MM Agnts&Comb NEC,23076.0,614201.0,1286726.07,771314.88,515411.19,2.0949592560090267,1.2558020582838516,0.8391571977251746
2021.0,CLOBETASOL PROPIONATE E,Generic,Skin & Mucous Membrane,Antiinflam S/MM Agnts&Comb NEC,102.0,1972.0,6465.61,3662.26,2803.35,3.278706896551724,1.8571298174442192,1.421577079107505
2021.0,CLOBETASOL PROPIONATE EMOLLIENT,Generic,Skin & Mucous Membrane,Antiinflam S/MM Agnts&Comb NEC,157.0,4031.0,12154.35,8254.0,3900.35,3.015219548499132,2.0476308608285785,0.9675886876705532
2021.0,CLOMIPHENE CITRATE,Brand,Hormones & Synthetic Subst,"Ovulation Stimulants, NEC",1067.0,24209.0,15401.77,2496.47,12905.3,0.6362001734891982,0.10312156635961832,0.5330786071295799
2021.0,CLOMIPHENE CITRATE,Generic,Hormones & Synthetic Subst,"Ovulation Stimulants, NEC",3106.0,78370.0,117184.51,56955.71,60228.8,1.495272553272936,0.726753987495215,0.7685185657777212
2021.0,CLOMIPRAMINE HCL,Generic,Central Nervous System,"Psychother, Antidepressants",2335.0,97908.0,517224.28,434144.06,83080.22,5.282758099440291,4.434204150835479,0.8485539486048127
2021.0,CLONAZEPAM,Brand,Central Nervous System,"Anticonvulsant, Benzodiazepine",14.0,417.0,259.61,207.71,51.9,0.6225659472422063,0.49810551558752997,0.12446043165467625
2021.0,CLONAZEPAM,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",12.0,360.0,3435.25,2191.25,1244.0,9.542361111111111,6.086805555555555,3.4555555555555557
2021.0,CLONAZEPAM,Generic,Central Nervous System,"Anticonvulsant, Benzodiazepine",90506.0,2690744.0,344839.22,62123.28,282715.94,0.12815757277541082,0.023087770519975143,0.10506980225543568
2021.0,CLONIDINE,Generic,Cardiovascular Agents,"Hypotensive Agents, NEC",921.0,38573.0,117022.97,81651.11,35371.86,3.033805252378607,2.116794389858191,0.9170108625204159
2021.0,CLONIDINE HCL,Brand,Cardiovascular Agents,"Hypotensive Agents, NEC",28.0,444.0,243.31,41.69,201.62,0.5479954954954955,0.0938963963963964,0.4540990990990991
2021.0,CLONIDINE HCL,Brand,Pharmaceutical Aids/Adjuvants,"Pharmaceutical Aids/Adjuv, NEC",15.0,442.0,771.42,0.0,771.42,1.7452941176470587,0.0,1.7452941176470587
